trip_id,rider_id,driver_id,vehicle_type,trip_fare,day_type,rating,wait_time,trip_duration
102456,1147,5085,SUV,48.07,Weekday,Not given,24,54
102457,1422,5092,Premium,19.48,Weekday,Not given,8,11
102458,1409,5091,Premium,16.49,Weekend,4,15,62
102459,1465,5069,Economy,42.03,Weekday,4,4,23
102460,1409,5095,Economy,14.72,Weekday,4,21,37
102461,1380,5051,Economy,39.79,Weekday,1,22,43
102462,1026,5089,Economy,57.48,Weekday,Not given,7,39
102463,1262,5068,Shared,17.09,Weekend,3,15,15
102464,1068,5080,Shared,60.73,Weekday,Not given,20,13
102465,1227,5053,Premium,24.42,Weekend,5,14,74
102466,1207,5093,Economy,43.5,Weekday,2,12,15
102467,1159,5024,Premium,36.58,Weekday,5,19,28
102468,1234,5062,Economy,30.63,Weekday,4,5,45
102469,1165,5072,Economy,39.05,Weekday,4,16,29
102470,1181,5003,Economy,14.07,Weekday,3,3,12
102471,1017,5031,Economy,64.87,Weekend,5,11,56
102472,1072,5005,Shared,37.46,Weekday,5,17,49
102473,1114,5086,Premium,62.99,Weekday,3,10,23
102474,1341,5072,Economy,25.64,Weekday,5,21,10
102475,1284,5007,Shared,52.07,Weekday,Not given,10,22
102476,1424,5056,Economy,35.65,Weekday,5,19,22
102477,1149,5030,Premium,31.54,Weekend,Not given,22,31
102478,1046,5078,Economy,60.3,Weekday,4,20,18
102479,1276,5023,Shared,43.87,Weekday,5,18,36
102480,1143,5007,Economy,53.29,Weekend,Not given,23,12
102481,1279,5080,Premium,35.9,Weekday,4,17,44
102482,1226,5097,Shared,53.06,Weekday,Not given,16,30
102483,1196,5083,Economy,55.65,Weekday,5,14,41
102484,1383,5036,Shared,62.28,Weekend,3,6,17
102485,1333,5010,Economy,7.21,Weekend,Not given,19,37
102486,1370,5021,Economy,20.74,Weekday,4,5,61
102487,1074,5014,SUV,49.0,Weekday,4,18,41
102488,1470,5003,Economy,54.96,Weekday,4,10,72
102489,1444,5078,SUV,50.54,Weekday,5,9,19
102490,1423,5001,Economy,9.67,Weekday,5,4,13
102491,1072,5002,Shared,61.56,Weekday,5,15,51
102492,1269,5050,Premium,63.66,Weekday,4,9,71
102493,1334,5022,Economy,47.57,Weekend,Not given,19,66
102494,1387,5065,Premium,49.28,Weekday,Not given,15,42
102495,1391,5029,SUV,42.61,Weekday,Not given,18,71
102496,1295,5091,Premium,14.79,Weekday,5,16,49
102497,1025,5066,Premium,16.82,Weekend,4,22,50
102498,1028,5042,Economy,31.16,Weekday,3,14,23
102499,1055,5007,Economy,39.18,Weekend,2,19,50
